Brand,Date,Source,Screenname,Display Name,Sentiment,Content,Created Date/Time,Closed Date/Time,Link,Gender,City,State,Country,Retweet Count,Favorite Count,Followers Count,Location,Comments,Likes,Shares,Verified Account,Post Type,Agent Ticket ID,Email Ticket ID,Email Ticket Assigned To,Email Ticket Status,Sub-Source,Ratings,Note1,Note2,Note3,Forums Response Comment,Forums Response By,Forums Response Time,Business Location,App Version,Device Name,Os Version,Others,Category,SubCategory,PostType,Rating,General
Spice Money,2024-03-06,Facebook.com,FB User,FB User,Neutral,जैसे आधार सेटिंग दिए हुए हैं इस तरह उसका नीचे पासबुक डाउनलोडिंग सिस्टम दीजिए,2024-03-06 14:14:43,,https://www.facebook.com/634639855377280/posts/802946451879952?comment_id=963654905406413,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-06,Facebook.com,FB User,FB User,Neutral,एनएसडीएल पेमेंट बैंक में पासबुक डाउनलोडिंग का सिस्टम देना चाहिए था,2024-03-06 14:14:29,,https://www.facebook.com/634639855377280/posts/802946451879952?comment_id=7383167068408045,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-06,Twitter.com,NitishK3665381,Nitish Kumar,Neutral,"@SpiceMoneyIndia Npci guideline ki vajah se hamari ID suspend ho gai hai usmein hamara 62538 rupaye fasa hua hai 

please open kar dijiye

Id - sdl1614369 

Mobile number - 8853611394 
Gmail id - subhayatra688@gmail.com

Please Support",2024-03-06 13:08:02,,https://twitter.com/NitishK3665381/status/1765280664272937007,Male,,,,0,0,0,,0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-06,Twitter.com,NitishK3665381,Nitish Kumar,Neutral,"@SpiceMoneyIndia Npci guideline ki vajah se hamari ID suspend ho gai hai usmein hamara 62538 rupaye fasa hua hai 
please open kar dijiye

Id - sdl1614369 
Mobile number - 8853611394 
Gmail id - subhayatra688@gmail.com

Please support.",2024-03-06 13:07:09,,https://twitter.com/NitishK3665381/status/1765280444139102219,Male,,,,0,0,0,,0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-06,Twitter.com,NitishK3665381,Nitish Kumar,Neutral,"@NitishK3665381 प्रिय महोदय, नमस्कार! हमारे ग्राहक सेवा अधिकारी जल्द ही आपसे संपर्क करेंगे। सादर, टीम स्पाइस मनी",2024-03-06 13:06:26,,https://twitter.com/NitishK3665381/status/1765280262777344418,Male,,,,0,0,0,,0,0,0,,Retweet,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-06,Facebook.com,FB User,FB User,Neutral,DMT Seva ko band kar diya gaya hai id sdl 706555 mail be kr diye pr abhi tak koi response nhi mila,2024-03-06 11:24:38,,https://www.facebook.com/634639855377280/posts/803432851831312?comment_id=1123050002052748,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-06,Twitter.com,baghelrajesh418,rajesh baghel,Neutral,"@SpiceMoneyIndia Mobile 8435393674
Mail id baghelrajesh418@gmail.com",2024-03-06 11:00:21,,https://twitter.com/baghelrajesh418/status/1765248533450625067,Male,,,,0,0,0,,0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-06,Facebook.com,FB User,FB User,Neutral,Tbhi to customer karayega,2024-03-06 10:25:31,,https://www.facebook.com/634639855377280/posts/803432851831312?comment_id=417321974308759,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-06,Facebook.com,FB User,FB User,Neutral,Isme pura data v time milana chahiye,2024-03-06 10:24:58,,https://www.facebook.com/634639855377280/posts/803432851831312?comment_id=766366948407858,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-06,Facebook.com,FB User,FB User,Neutral,"Spice portal pr recharge me data EVM time dono me katoti ki jati he,tb 1,2 Rs commission milta h,isliye koi customer karata hi nhi h, full plan nhi milta h",2024-03-06 10:24:08,,https://www.facebook.com/634639855377280/posts/803432851831312?comment_id=395528293227666,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-06,Facebook.com,SPICE MONEY,SPICE MONEY,Neutral,"स्पाइस मनी रिचार्ज सर्विस की मदद से अपने ग्राहकों का इंस्टेंट रिचार्ज करके आकर्षक कमीशन पाएं और उन्हें आपस में कनेक्टेड रखें!

#SpiceMoney #SpiceMoneyTohLifeBani #SpiceMoneyGuarantee
#RuralFintech #BBPS #Recharge #MainAdhikariKhudHoonGuarantee
स्पाइस मनी रिचार्ज सर्विस की मदद से अपने ग्राहकों का इंस्टेंट रिचार्ज करके आकर्षक कमीशन पाएं और उन्हें आपस में कनेक्टेड रखें!

#SpiceMoney #SpiceMoneyTohLifeBani #SpiceMoneyGuarantee
#RuralFintech #BBPS #Recharge #MainAdhikariKhudHoonGuarantee",2024-03-06 10:00:14,,https://www.facebook.com/634639855377280/posts/803432851831312,,,,,0,0,0,,13,68,1,,Post,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-06,Twitter.com,SpiceMoneyIndia,Spice Money,Neutral,"स्पाइस मनी रिचार्ज सर्विस की मदद से अपने ग्राहकों का इंस्टेंट रिचार्ज करके आकर्षक कमीशन पाएं और उन्हें आपस में कनेक्टेड रखें!

#SpiceMoney #SpiceMoneyTohLifeBani #SpiceMoneyGuarantee
#RuralFintech #BBPS #Recharge #MainAdhikariKhudHoonGuarantee https://t.co/HhAKH02GIH",2024-03-06 10:00:00,,https://twitter.com/SpiceMoneyIndia/status/1765233344974098696,Male,,,,0,0,6054,"Noida, india",0,0,0,True,Tweet,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-06,Facebook.com,FB User,FB User,Neutral,SPICE MONEY  Koi nhi krta,2024-03-06 09:46:10,,https://www.facebook.com/634639855377280/posts/802328508608413?comment_id=929643735360121&reply_comment_id=7465671223486788,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-06,Facebook.com,FB User,FB User,Neutral,Mem hame cpv update karana hai iske liye me sellace menager distributer sabhi se sampark kar chuka hu lekin koi bhi meri help nahi kar raha hai mem mera pin code 455336 kai bar me complent kar chuka hu mere address PE aapke distributer sales manager ane ko mana karte hai hum utni dur nahi AA sakte hai please meri help kare mem mera mobile number 9926745652,2024-03-06 09:36:30,,https://www.facebook.com/634639855377280/posts/802328508608413?comment_id=372764878850570,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-06,Twitter.com,SpiceMoneyIndia,Spice Money,Neutral,"@baghelrajesh418 Dear Sir, Namaskar! Aapse request hai ki please apna Mobile number &amp; email id hume inbox me share karein, hamari customer care team aapse jald hi sampark karegi. Regards, Team Spice Money",2024-03-06 09:09:47,,https://twitter.com/SpiceMoneyIndia/status/1765220708718624972,Male,,,,0,0,6054,"Noida, india",0,0,0,True,Tweet,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-06,Facebook.com,SPICE MONEY,SPICE MONEY,Neutral,"Dear Sir, Greetings! Hamare grahak sewa adhikari aapse jald hi sampark karenge. Regards, Team Spice Money",2024-03-06 09:08:15,,https://www.facebook.com/634639855377280/posts/802328508608413?comment_id=929643735360121&reply_comment_id=1208044910166326,Male,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-06,Twitter.com,SpiceMoneyIndia,Spice Money,Neutral,"@NitishK3665381 प्रिय महोदय, नमस्कार! हमारे ग्राहक सेवा अधिकारी जल्द ही आपसे संपर्क करेंगे। सादर, टीम स्पाइस मनी",2024-03-06 09:07:45,,https://twitter.com/SpiceMoneyIndia/status/1765220196002759130,Male,,,,0,0,6054,"Noida, india",0,0,0,True,Tweet,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-06,Twitter.com,NitishK3665381,Nitish Kumar,Neutral,"@SpiceMoneyIndia महोदय जी हमारी id sdl1614369 है जो ब्लॉक कर दी गई है और उसमे हमरे 60538 रूपये हैं कृपया आप हमारी सहायता करे मेरा phone number - 8853611394 है मेरा gmail ID - subhayatra688@gmail.com.
Please please please help 🙏🙏🙏 https://t.co/bKVumj8Zdn",2024-03-06 06:21:48,,https://twitter.com/NitishK3665381/status/1765178433146163545,Male,,,,0,0,0,,0,0,0,,Retweet,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-06,Twitter.com,NitishK3665381,Nitish Kumar,Neutral,"@SpiceMoneyIndia महोदय जी हमारी id sdl1614369 है जो ब्लॉक कर दी गई है और उसमे हमरे 60538 रूपये हैं कृपया आप हमारी सहायता करे मेरा phone number - 8853611394 है मेरा gmail ID - subhayatra688@gmail.com.
Please please please help 🙏🙏🙏 https://t.co/bKVumj8Zdn",2024-03-06 06:21:45,,https://twitter.com/NitishK3665381/status/1765178419309085117,Male,,,,0,0,0,,0,0,0,,Retweet,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-06,Twitter.com,NitishK3665381,Nitish Kumar,Neutral,"@SpiceMoneyIndia महोदय जी हमारी id sdl1614369 है जो ब्लॉक कर दी गई है और उसमे हमरे 60538 रूपये हैं कृपया आप हमारी सहायता करे मेरा phone number - 8853611394 है मेरा gmail ID - subhayatra688@gmail.com.
Please please please help 🙏🙏🙏 https://t.co/bKVumj8Zdn",2024-03-06 06:21:10,,https://twitter.com/NitishK3665381/status/1765178273661845793,Male,,,,0,0,0,,0,0,0,,Retweet,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-06,Twitter.com,NitishK3665381,Nitish Kumar,Neutral,"@SpiceMoneyIndia महोदय जी हमारी id sdl1614369 है जो ब्लॉक कर दी गई है और उसमे हमरे 60538 रूपये हैं कृपया आप हमारी सहायता करे मेरा phone number - 8853611394 है मेरा gmail ID - subhayatra688@gmail.com.
Please please please help 🙏🙏🙏 https://t.co/bKVumj8Zdn",2024-03-06 06:20:36,,https://twitter.com/NitishK3665381/status/1765178129684082981,Male,,,,0,0,0,,0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-06,Facebook.com,FB User,FB User,Negative,Koi sport nhi logo ka cariar kharab krti h spice  money salo ki mehnat pal m barbad kr deti h ye SPICE MONEY  company😡,2024-03-06 00:10:36,,https://www.facebook.com/634639855377280/posts/802328508608413?comment_id=929643735360121,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-05,Twitter.com,baghelrajesh418,rajesh baghel,Negative,"@SpiceMoneyIndia 
My Name Rajesh Baghel
And Shop Address Sumaoli Distt Morena MP Pin Code 476221
Me Spice Money ka valuable
Retailer hun or Mere sath spice money ne scam Kiya hai 14003 ka transaction hua hai or me id 1400 add hua hai or scam ka mere paas screen shot hai https://t.co/u9icsLf90D",2024-03-05 17:49:20,,https://twitter.com/baghelrajesh418/status/1764989066637136216,Male,,,,0,0,0,,0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-05,Twitter.com,SpiceMoneyIndia,Spice Money,Neutral,"@excelhinditips Dear Sir, Greetings! As per discussed with you your concern  regarding AEPS transaction issue, information  shared from our end .If you have any query,you can also contact us on our official customer care number 0120-3645645 Regards, Team Spice Money",2024-03-05 17:03:03,,https://twitter.com/SpiceMoneyIndia/status/1764977419914457193,Male,,,,0,0,6055,"Noida, india",0,0,0,True,Tweet,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-05,Facebook.com,FB User,FB User,Neutral,NSDL payment Bank ka plan purchase kar liya fir bhi option nahi AA Raha hai I'd par sir,2024-03-05 16:53:07,,https://www.facebook.com/634639855377280/posts/802946451879952?comment_id=761842385888243,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-05,Twitter.com,SpiceMoneyIndia,Spice Money,Neutral,"@TinkuYadav9334 Dear Sir, Namaskar! Aapse Batchit ke anusar distributor ID ke baare me hamari taraf se aapko jankari share kar di gayi hai. Adhik jankari ke liye aap hamare official customer care number 0120-3645622 par bhi sampark kar sakte hain. Regards, Team Spice Money",2024-03-05 16:48:46,,https://twitter.com/SpiceMoneyIndia/status/1764973827782488131,Male,,,,0,0,6055,"Noida, india",0,0,0,True,Tweet,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-05,Facebook.com,SPICE MONEY,SPICE MONEY,Neutral,"Dear Sir, Greetings!  We would like to inform you that we’re unable to found you contact details. . Please share your mobile number and suitable times. Regards, Team Spice Money",2024-03-05 16:26:42,,https://www.facebook.com/634639855377280/posts/802946451879952?comment_id=959194551722306&reply_comment_id=1459268431468284,Male,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-05,youtube.com,@SpiceMoneyOfficial,@SpiceMoneyOfficial,Neutral,"Dear Sir, Greetings! Please share your email id and mobile number and we'll reach out to you to resolve all your concerns. You can also contact us on our official customer care number 0120-3645645 Regards, Team Spice Money",2024-03-05 16:25:27,,https://www.youtube.com/watch?v=5DADCSRiE3A&lc=UgxeNbO-BUMikKiQEwN4AaABAg.A0aaoEkj8IbA0apEWislZv,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-05,Facebook.com,FB User,FB User,Neutral,SPICE MONEY ok,2024-03-05 16:11:20,,https://www.facebook.com/634639855377280/posts/802946451879952?comment_id=1847747268979914&reply_comment_id=3206653416145869,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-05,Twitter.com,SpiceMoneyIndia,Spice Money,Neutral,"@samirmehar प्रिय महोदय, नमस्कार! आपसे हुई बातचीत के अनुसार आपके AEPS service के संबंध में आपको जानकारी साझा कर दी गई है।अधिक जानकारी के लिए आप हमारे आधिकारिक ग्राहक सेवा नंबर 0120-3645645 पर भी संपर्क कर सकते हैं सादर, टीम स्पाइस मनी",2024-03-05 15:37:39,,https://twitter.com/SpiceMoneyIndia/status/1764955927780712648,Male,,,,0,0,6055,"Noida, india",0,0,0,True,Tweet,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-05,Facebook.com,FB User,FB User,Negative,Sir meri id -10700 h please Solve my problem,2024-03-05 15:34:14,,https://www.facebook.com/634639855377280/posts/802946451879952?comment_id=959194551722306,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-05,youtube.com,@SpiceMoneyOfficial,@SpiceMoneyOfficial,Neutral,"Dear Sir, Greetings! We would like to inform you that your concern regarding new id request , you can contact us on our official customer care number 0120-3645622 Regards, Team Spice Money",2024-03-05 15:29:06,,https://www.youtube.com/watch?v=YQSdpP96l0U&lc=Ugz3_WBuySsX-f3C0u94AaABAg.A0aMaoh1DD4A0aimqcscC7,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-05,Facebook.com,SPICE MONEY,SPICE MONEY,Neutral,"Dear Sir, Greetings! Hamare grahak sewa adhikari aapse jald hi sampark karenge. Regards, Team Spice Money",2024-03-05 15:27:48,,https://www.facebook.com/634639855377280/posts/802946451879952?comment_id=302942399163207&reply_comment_id=770857967914133,Male,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-05,Facebook.com,SPICE MONEY,SPICE MONEY,Neutral,"Dear Sir, Greetings! Hamare grahak sewa adhikari aapse jald hi sampark karenge. Regards, Team Spice Money",2024-03-05 15:27:37,,https://www.facebook.com/634639855377280/posts/802946451879952?comment_id=1847747268979914&reply_comment_id=1149654799287974,Male,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-05,Facebook.com,SPICE MONEY,SPICE MONEY,Neutral,"Dear Sir, Namaskar! Aapse request hai ki please apna Mobile number & email id hume inbox me share karein, hamari customer care team aapse jald hi sampark karegi. Regards, Team Spice Money",2024-03-05 15:27:01,,https://www.facebook.com/634639855377280/posts/802946451879952?comment_id=1445216329724405&reply_comment_id=2060372320997391,Male,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-05,Facebook.com,SPICE MONEY,SPICE MONEY,Neutral,"प्रिय महोदय, नमस्कार! हमारे ग्राहक सेवा अधिकारी जल्द ही आपसे संपर्क करेंगे। सादर, टीम स्पाइस मनी",2024-03-05 15:26:19,,https://www.facebook.com/634639855377280/posts/802328508608413?comment_id=935442228037153&reply_comment_id=699231548956591,Male,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-05,Facebook.com,SPICE MONEY,SPICE MONEY,Neutral,"Dear Sir, Greetings! Hamare grahak sewa adhikari aapse jald hi sampark karenge. Regards, Team Spice Money",2024-03-05 15:24:21,,https://www.facebook.com/634639855377280/posts/802328508608413?comment_id=312263901862557&reply_comment_id=1847631862341146,Male,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-05,Facebook.com,FB User,FB User,Neutral,DMT icon delete ho gya id no. Sdl706555,2024-03-05 14:45:23,,https://www.facebook.com/634639855377280/posts/802946451879952?comment_id=302942399163207,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-05,Facebook.com,FB User,FB User,Neutral,Sir hame cpv update karana hai iske liye customer support team se bhi bat kar liya distributer se bhi bat kar liya lekin koi bhi meri help nahi kar raha hai sir please mera pin code 455336,2024-03-05 14:28:58,,https://www.facebook.com/634639855377280/posts/802946451879952?comment_id=1847747268979914,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-05,youtube.com,@swetagurung2224,@swetagurung2224,Neutral,Im unable to use the pan card services,2024-03-05 14:19:24,,https://www.youtube.com/watch?v=5DADCSRiE3A&lc=UgxeNbO-BUMikKiQEwN4AaABAg,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-05,Facebook.com,FB User,FB User,Neutral,meri id open nahi ho rahi hai,2024-03-05 14:14:19,,https://www.facebook.com/634639855377280/posts/802946451879952?comment_id=1445216329724405,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-05,Twitter.com,SpiceMoneyIndia,Spice Money,Neutral,"आज के समय में, सेफ और इंस्टेंट फाइनेंशियल ट्रांसेक्शन हर गांव, घर की बुनियादी जरूरतों में से एक है इसीलिए ये सुविधा मुहैया कराने वाला स्पाइस मनी mATM अधिकारियों की आमदनी का एक बढ़िया जरिया बन सकता है। 
mATM सर्विस के बारे में अपने ग्राहकों को जरूर बताएं।

#SpiceMoney… https://t.co/x734VEdvEs",2024-03-05 14:08:41,,https://twitter.com/SpiceMoneyIndia/status/1764933539580035192,Male,,,,0,0,6056,"Noida, india",0,0,0,True,Tweet,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-05,Facebook.com,SPICE MONEY,SPICE MONEY,Neutral,"आज के समय में, सेफ और इंस्टेंट फाइनेंशियल ट्रांसेक्शन हर गांव, घर की बुनियादी जरूरतों में से एक है इसीलिए ये सुविधा मुहैया कराने वाला स्पाइस मनी mATM अधिकारियों की आमदनी का एक बढ़िया जरिया बन सकता है। 
mATM सर्विस के बारे में अपने ग्राहकों को जरूर बताएं।

#SpiceMoney #SpiceMoneyTohLifeBani #SpiceMoneyGuarantee
#RuralFintech #mATM #MainAdhikariKhudHoonGuarantee
आज के समय में, सेफ और इंस्टेंट फाइनेंशियल ट्रांसेक्शन हर गांव, घर की बुनियादी जरूरतों में से एक है इसीलिए ये सुविधा मुहैया कराने वाला स्पाइस मनी mATM अधिकारियों की आमदनी का एक बढ़िया जरिया बन सकता है। 
mATM सर्विस के बारे में अपने ग्राहकों को जरूर बताएं।

#SpiceMoney #SpiceMoneyTohLifeBani #SpiceMoneyGuarantee
#RuralFintech #mATM #MainAdhikariKhudHoonGuarantee",2024-03-05 14:07:12,,https://www.facebook.com/634639855377280/posts/802946451879952,,,,,0,0,0,,8,56,3,,Post,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-05,Facebook.com,FB User,FB User,Negative,"Sdl137997.
 सेवा में,
            स्पाइस मनी लिमिटेड कम्पनी 

 विषय - बारकोड में 33511 रुपए आने के बाद खाते में 13511 रुपए आया है और ₹20000 नहीं आया है ।  

डिअर सर / मैडम, 
                        सविनय निवेदन है कि मेरा नाम श्रीराम सोनी है मेरी स्पाइस मनी आईडी sdl137997 है जो कि मैं 10 फरवरी 11:41 के बजे 33511  का ट्रांजैक्शन मेरे बारकोड में आया था।  जो भी बारकोड से ट्रांजैक्शन होता है एक दिन बाद मेरे अकाउंट में सेटल हो जाता है।  लेकिन 11 फरवरी को मेरे खाते में 13511 रुपए ही आए हैं और ₹20000 नहीं आए हैं। 
 कृपया इसे गंभीरता पूर्वक जांच किया जाए और मेरा पैसा मेरे खाते में ट्रांसफर किया जाए। अतः  मैं आपका सदा आभारी रहूंगा।",2024-03-05 13:56:38,,https://www.facebook.com/634639855377280/posts/802328508608413?comment_id=935442228037153,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-05,Facebook.com,FB User,FB User,Negative,"Mera ₹20000 paisa paisa hai abhi tak Mila nahin hai 25 din ho gaya hai. 
सेवा में,
            स्पाइस मनी लिमिटेड कम्पनी 

 विषय - बारकोड में 33511 रुपए आने के बाद खाते में 13511 रुपए आया है और ₹20000 नहीं आया है ।  

डिअर सर / मैडम, 
                        सविनय निवेदन है कि मेरा नाम श्रीराम सोनी है मेरी स्पाइस मनी आईडी sdl137997 है जो कि मैं 10 फरवरी 11:41 के बजे 33511  का ट्रांजैक्शन मेरे बारकोड में आया था।  जो भी बारकोड से ट्रांजैक्शन होता है एक दिन बाद मेरे अकाउंट में सेटल हो जाता है।  लेकिन 11 फरवरी को मेरे खाते में 13511 रुपए ही आए हैं और ₹20000 नहीं आए हैं। 
 कृपया इसे गंभीरता पूर्वक जांच किया जाए और मेरा पैसा मेरे खाते में ट्रांसफर किया जाए। अतः  मैं आपका सदा आभारी रहूंगा।",2024-03-05 13:54:35,,https://www.facebook.com/634639855377280/posts/802328508608413?comment_id=809601724519283,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-05,Facebook.com,FB User,FB User,Neutral,Aapna service pahle sudhariye!!!,2024-03-05 13:44:56,,https://www.facebook.com/634639855377280/posts/802328508608413?comment_id=312263901862557,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-05,youtube.com,@dharanidharani369,@dharanidharani369,Neutral,hi sir may i want to spice money user id in abps service to my stop sir,2024-03-05 12:06:29,,https://www.youtube.com/watch?v=YQSdpP96l0U&lc=Ugz3_WBuySsX-f3C0u94AaABAg,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-05,youtube.com,@SpiceMoneyOfficial,@SpiceMoneyOfficial,Neutral,"Dear Sir, Namaskar! Aapse request hai ki please apna Mobile number & email id hume share karein, hamari official customer care team aapse jald hi sampark karegi. aap hamse hamare official customer care 0120-3645645  par bhi sampark kar sakate hain. Regards, Team Spice Money",2024-03-05 08:41:09,,https://www.youtube.com/watch?v=k4Jk2Nl60tE&lc=Ugyci5KFD4kOFcirbpl4AaABAg.A0ZSAmyv9R9A0a-5thRbfz,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-04,Facebook.com,FB User,FB User,Negative,"❗ Important Notification - SPICE MONEY

This image contains copyrighted material, flagged by Facebook monitoring system. Your Facebook page is expected to be permanently removed.

Recently, many bad people have used this image to profit from copyright. This risk is not worth it if you do not commit a violation.

Please contact us now if incorrect. Verify account ownership promptly to avoid permanent deletion.
Contact US Here: https://linkr.bio/pupia-621

Thank you for your attention!

Sincerely,
© 2024 Meta Automation System",2024-03-04 22:23:02,,https://www.facebook.com/634639855377280/posts/801117022062895?comment_id=782961797054580,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-04,youtube.com,@bheraramrela1662,@bheraramrela1662,Neutral,Me 2018se kam kar raha tha lekin 28/4/2024ko meri id saspend bata ke ₹4961 gaye,2024-03-04 18:16:45,,https://www.youtube.com/watch?v=k4Jk2Nl60tE&lc=Ugyci5KFD4kOFcirbpl4AaABAg,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-04,Twitter.com,samirmehar,Samir mehar Bap,Negative,@SpiceMoneyIndia घटिया सर्विस अभी तक किसी ने सम्पर्क नहीं किया है,2024-03-04 18:12:46,,https://twitter.com/samirmehar/status/1764632578995474819,Male,,,,0,0,275,"Jodhpur, india",0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-04,Twitter.com,SpiceMoneyIndia,Spice Money,Neutral,"@KapilIndurkahya Dear Sir, Greetings! Our customer care officer will get in touch with you shortly. Regards, Team Spice Money",2024-03-04 16:54:24,,https://twitter.com/SpiceMoneyIndia/status/1764612856031404233,Male,,,,0,0,6053,"Noida, india",0,0,0,True,Tweet,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-04,Facebook.com,SPICE MONEY,SPICE MONEY,Neutral,"Dear Sir, Greetings! We thank you for the appreciation.Regards, Team Spice Money",2024-03-04 16:53:43,,https://www.facebook.com/634639855377280/posts/800712535436677?comment_id=907560137532411&reply_comment_id=928482655587624,Male,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-04,youtube.com,@SpiceMoneyOfficial,@SpiceMoneyOfficial,Neutral,"Dear Sir, Namaskar! Aapse request hai ki please apna Mobile number & email id hume share karein, hamari official customer care team aapse jald hi sampark karegi. aap hamse hamare official customer care 0120-3645645  par bhi sampark kar sakate hain. Regards, Team Spice Money",2024-03-04 16:51:41,,https://www.youtube.com/watch?v=5DADCSRiE3A&lc=Ugzg9WVGkAyTdh3QM0F4AaABAg.A0Z2TZgpJOPA0ZIRqDbH4U,,,,,0,0,0,,0,0,0,,Comment,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-04,Twitter.com,BriggsGreg51167,Greg Briggs,Positive,@PankajK0055 @SpiceMoneyIndia @narendramodi @SonuSood Try @dascybert. His 💯 trusted and guaranteed,2024-03-04 16:50:07,,https://twitter.com/BriggsGreg51167/status/1764611780167299121,Male,,,,0,0,2,,0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
Spice Money,2024-03-04,Twitter.com,BriggsGreg51167,Greg Briggs,Positive,"Try @dascybert. His 💯 trusted and guaranteed 
  Quoted Tweet : @PankajK0055 : @SpiceMoneyIndia  my agent id  is sdl393346 my account is locked please help sir @narendramodi @SonuSood @SpiceMoneyIndia https://t.co/YJ8vqXeeS2",2024-03-04 16:50:05,,https://twitter.com/BriggsGreg51167/status/1764611768175738882,Male,,,,0,0,2,,0,0,0,,Tweet,,,,,,,,,,,,,,,,,,,,,,
