Date,Source,Screenname,Display Name,Sentiment,Content,Created Date/Time,Case Closed Date/Time,Link,Gender,City,State,Country,Retweet Count,Favorite Count,Followers Count,Location,Comments,Likes,Views,Shares,Dislikes,Verified Account,Post Type,Sub-Source,Ratings,Case Status,Case Assigned To,Case ID,Forums Response Comment,Forums Response By,Forums Response Time,Business Location,App Version,Device Name,Os Version,Language,Others,Category,SubCategory,PostType,Rating,General,Note1,Note2,Note3
2024-03-30,Facebook.com,FB User,FB User,Positive,Happy New year jsk,2024-03-30 14:56:22,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=735637498721034,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-30,Twitter.com,Twitter user,Twitter user,Neutral,"DBSBankIndia I have given the letter at the branch for the closure of account at CHENNAI.Despite approaching the branch many times and also writing email for the N number of times,&#8203;my account has not been closed upto now so what could be the further action taken for this process?",2024-03-30 14:30:54,,https://twitter.com/Twitter User/status/1773998828649353327,Female,,,,0,0,,,,,,,,,Tweet,,,,,,,,,,,,,[], , , , , , ,,,
2024-03-30,Twitter.com,Twitter user,Twitter user,Neutral,"Hlo DBSBankIndia,&#8203; can I you provide me contact details of you marketing department??",2024-03-30 14:30:10,,https://twitter.com/Twitter User/status/1773998643760316439,Male,,,,0,0,,,,,,,,,Tweet,,,,,,,,,,,,,[], , , , , , ,,,
2024-03-30,Facebook.com,FB User,FB User,Neutral,https://h25.in/gold/3vu7rh,2024-03-30 14:05:04,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=1551768008943241,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-30,Facebook.com,FB User,FB User,Positive,"भाई मैने बहुत सारे गेम खेले हैं लेकिन सबसे बेस्ट और रीयल गेम मुझे यहीं लगा तीन पत्ती गोल्ड और तीन पत्ती मास्टर एक बार आप भी ट्राई करो और हां लॉगिन बोनस सबसे पहले 500 रूपये मिलेगा💯उसके बाद 200₹,&#8203;या 300₹,&#8203; एड करो और अपने मन पसंद गेम खेलों और बहुत सारा पैसा जीतो ❤️Daliy Login Bonus 20₹,&#8203; नीचे क्लिक करो और डाउनलोड कर
 👇👇👇👇👇👇👇👇👇
https://h25.in/gold/3vu7rh
https://h25.in/gold/3vu7rh",2024-03-30 14:05:00,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=998062768412190,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-30,youtube.com,sheikhyusuf5049,sheikhyusuf5049,Neutral,Send me toll free number,2024-03-30 13:53:44,,https://www.youtube.com/watch?v=40I5FIgI32s&lc=UgzXUgPCym4kYLMi52J4AaABAg,,,,,,,,,0,0,0,,0,,Comment,,,,,,,,,,,,,, , , , , , ,,,
2024-03-30,youtube.com,sheikhyusuf5049,sheikhyusuf5049,Neutral,I want close my credit card,2024-03-30 13:52:52,,https://www.youtube.com/watch?v=40I5FIgI32s&lc=Ugz3yO1xdY9v0pvIMpx4AaABAg,,,,,,,,,0,0,0,,0,,Comment,,,,,,,,,,,,,, , , , , , ,,,
2024-03-30,Facebook.com,FB User,FB User,Positive,"रुको भाई पूरा कॉमेंट पढ़ो तीन पत्ती मास्टर दोस्तो 2024 का नया तीन पत्ती गेम है और हा इसमें आप खेलके  पैसे कमा सकते हो और गेम का लिंक शेयर करके 500+1000💵😯🤑💸 डेली कमा सकते हो इसमें 100%गारेंटी है आप इसे एक बार 300 ऐड करो ge तो आपको 500  रुपए💵💸 मिलेगा ओर अपने अकाउंट में भेज सकते हो जलदीसे डाउनलोड करो  लिंक👇👇👇👇
https://scene.agent61.com/promotion/m/slm_1900204/u/116226258/s/s1/wt2cn?channel=slm_1900034&lang=en&scene=s1&uid=116226258",2024-03-30 13:51:40,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=1478352789698673,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-30,Facebook.com,FB User,FB User,Positive,"दोस्तो आपने बोहोत सारे गेम खेले होंगे पर यह गेम उससे बोहोत अच्छा कमाई कराता है क्यूंकि मैने अभी तक 1.5 लाख कमाया बस 1 महीने - क्यूंकि मैने डेली खेलता हूं और डेली कम से कम ₹5000 से ₹8000 कमा लेता हूं और मेरा घर इसी से चल रहा है सच बताऊं तो लाइफ बदल दी तीन पत्ती मास्टर ने लव इट दिस गेम आपको भी यह गेम चाहिए  - तो यह गेम का लिंक है - 
👇👇👇👇👇👇https://scene.agent61.com/promotion/m/slm_1900204/u/116226258/s/s1/wt2cn?channel=slm_1900034&lang=en&scene=s1&uid=116226258",2024-03-30 13:48:48,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=458677966489021,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-30,Facebook.com,FB User,FB User,Neutral,https://refer9.com/gold/2mb73x,2024-03-30 13:46:37,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=1151054352559034,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-30,Facebook.com,FB User,FB User,Neutral,https://h25.in/gold/3vu7rh,2024-03-30 13:37:58,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=1590569558358449,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-30,Facebook.com,FB User,FB User,Neutral,,2024-03-30 13:14:43,,https://www.facebook.com/430005779526496/posts/432975312562876?comment_id=960052242384476,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432975312562876, , , , , , ,,,
2024-03-30,Twitter.com,Twitter user,Twitter user,Neutral,DBSBankIndia hello sir my account has been blocked my I know what is reason for blocking my account,2024-03-30 12:57:23,,https://twitter.com/Twitter User/status/1773975295013630042,Male,,,,0,0,,,,,,,,,Tweet,,,,,,,,,,,,,[], , , , , , ,,,
2024-03-30,Twitter.com,Twitter user,Twitter user,Neutral,DBSBankIndia Live more ...bank less.... Awasome!!!,2024-03-30 12:37:44,,https://twitter.com/Twitter User/status/1773970347462975668,,,,,0,0,,,,,,,,,Tweet,,,,,,,,,,,,,[], , , , , , ,,,
2024-03-30,Twitter.com,Twitter user,Twitter user,Positive,"Huge thanks to our partner
DBSBankIndia for helping make our event possible! Grateful for your support. Let's succeed together!

Interested in partnering? Contact Nutan at 7738083535    

Find tickets for We Made in India: https://t.co/1Hr2aUpAG8

#WeMadeinIndia #JoinTheMovement https://t.co/RwZULO5JdA",2024-03-30 11:09:59,,https://twitter.com/Twitter User/status/1773948264884191265,Male,,,,0,0,,,,,,,,,Tweet,,,,,,,,,,,,,[], , , , , , ,,,
2024-03-30,Facebook.com,FB User,FB User,Neutral,Sms not coming current account,2024-03-30 08:20:57,,https://www.facebook.com/430005779526496/posts/432431665950574?comment_id=939890867840094,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432431665950574, , , , , , ,,,
2024-03-30,Facebook.com,FB User,FB User,Positive,Happy birthday,2024-03-30 08:19:22,,https://www.facebook.com/430005779526496/posts/434316999095374?comment_id=447634114498751,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434316999095374, , , , , , ,,,
2024-03-30,Facebook.com,FB User,FB User,Neutral,Still Empty . How Long Need To Waiting .,2024-03-30 06:17:22,,https://www.facebook.com/430005779526496/posts/434316999095374?comment_id=814539647184878,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434316999095374, , , , , , ,,,
2024-03-30,Facebook.com,FB User,FB User,Neutral,"🙏 8639774241
🙏 BANK LOANS
🙏 PRIVATE FINANCE
🙏NO CIBIL
🙏NO IT
🙏 HOME LOANS 
🙏 PLOT LOAN
🙏 PERSONAL LOAN
🙏 BUSINESS LOAN
🙏CAR LOAN
🙏NOTEARY
🙏 PATTA 
🙏GRAMAKANTAM
🙏 PLOT FOR SALE",2024-03-30 06:10:53,,https://www.facebook.com/430005779526496/posts/432431665950574?comment_id=1617367765700380,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432431665950574, , , , , , ,,,
2024-03-30,Facebook.com,FB User,FB User,Neutral,Congratulations ji,2024-03-30 03:41:43,,https://www.facebook.com/430005779526496/posts/432975312562876?comment_id=6667188013384483,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432975312562876, , , , , , ,,,
2024-03-30,Facebook.com,FB User,FB User,Neutral,,2024-03-30 02:04:41,,https://www.facebook.com/430005779526496/posts/432975312562876?comment_id=1883083128814735,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432975312562876, , , , , , ,,,
2024-03-30,Facebook.com,FB User,FB User,Neutral,,2024-03-30 00:08:25,,https://www.facebook.com/430005779526496/posts/432975312562876?comment_id=441466188406927,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432975312562876, , , , , , ,,,
2024-03-29,Twitter.com,Twitter user,Twitter user,Neutral,DBSBankIndia great marketing but poor Customer Care. Tried contacting through multiple channels but NO RESPONSE,2024-03-29 23:12:50,,https://twitter.com/Twitter User/status/1773767790320611361,Male,,,,0,0,,,,,,,,,Tweet,,,,,,,,,,,,,[], , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Positive,Nice,2024-03-29 22:57:13,,https://www.facebook.com/430005779526496/posts/432431665950574?comment_id=379742044972861,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432431665950574, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Neutral,🥰🥰,2024-03-29 22:39:09,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=439302845164447,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Neutral,"🙏 8309913208
🙏 BANK LOANS
🙏 PRIVATE FINANCE
🙏NO CIBIL
🙏NO IT
🙏 HOME LOANS 
🙏 PLOT LOAN
🙏 PERSONAL LOAN
🙏 BUSINESS LOAN
🙏CAR LOAN
🙏NOTEARY
🙏 PATTA 
🙏GRAMAKANTAM
🙏 PLOT FOR SALE",2024-03-29 22:21:25,,https://www.facebook.com/430005779526496/posts/432975312562876?comment_id=433845519001106,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432975312562876, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Neutral,https://refer9.com/gold/w7mv9d,2024-03-29 22:11:32,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=439740805293802,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Neutral,👍👏💐,2024-03-29 21:31:35,,https://www.facebook.com/430005779526496/posts/432431665950574?comment_id=364704809362995,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432431665950574, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Neutral,"Kya App Eek Daily Earning Platform Dhundh Rhe Hain? To TeenPatti Pe Aaiye Aur Kamaiye Har Din,&#8203; Minimum 300 Rs se Shuru Karein
App Link :  
https://refer9.com/m/xxcgch?f=w&p=default&l=en&tp=m43",2024-03-29 21:13:20,,https://www.facebook.com/430005779526496/posts/432431665950574?comment_id=427638233003787,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432431665950574, , , , , , ,,,
2024-03-29,Twitter.com,Twitter user,Twitter user,Neutral,"Contact Fred_BenBTC on twitter he helped me when I was having same issue I’m sure he’ll help you out He’s good. 
  Quoted Tweet : pauljruban : I transferred money from DBSBankIndia to RevolutApp,&#8203; but neither bank can trace the funds. They're asking me to wait for 73 days and directing me to check with the other bank,&#8203; leaving me stuck without assistance from either side.",2024-03-29 20:32:53,,https://twitter.com/Twitter User/status/1773727537044115875,Male,,,,0,0,,,,,,,,,Tweet,,,,,,,,,,,,,[], , , , , , ,,,
2024-03-29,Twitter.com,Twitter user,Twitter user,Negative,"Reaching out to their support is pointless cos you'll get an automated response,&#8203;l had similar issue and after submitting complaints i got no helpful response,&#8203; Contact Fred_BenBtc l eventually got aid from him here on X 
  Quoted Tweet : pauljruban : I transferred money from DBSBankIndia to RevolutApp,&#8203; but neither bank can trace the funds. They're asking me to wait for 73 days and directing me to check with the other bank,&#8203; leaving me stuck without assistance from either side.",2024-03-29 20:32:48,,https://twitter.com/Twitter User/status/1773727512939450463,Male,,,,0,0,,,,,,,,,Tweet,,,,,,,,,,,,,[], , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Neutral,https://refer9.com/m/0jiqks,2024-03-29 20:06:36,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=1089787432320460,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Neutral,https://refer9.com/gold/5mwv0,2024-03-29 19:54:31,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=1137407157438920,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Neutral,https://refer9.com/gold/nr9kc4,2024-03-29 19:52:16,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=303271439253780,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Neutral,"100% एक बहुत मस्त गेम है जिसका नाम है तीन पट्टी मास्टर जिससे आप बहुत आसानी से बिना किसी दिक्कत के 2000,&#8203;,&#8203;,&#8203;3000,&#8203;,&#8203;,&#8203;6000 ,&#8203;,&#8203;100000 रोजाना कमा सकते हो और इस गेम की सबसे बड़ी बात आप बिना खेले भी कमा सकते हो और इस गेम में कोई भी फ्राउद् नहीं है इसकी 100% गेरेंटि है गेम को डाउनलोड कीजिए और रोजाना पैसा कमाइए यह गेम का लिंक है
👇👇👇👇👇👇  👇👇👇
https://refer9.com/gold/nr9kc4",2024-03-29 19:52:15,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=1593031081494050,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Neutral,"100% एक बहुत मस्त गेम है जिसका नाम है तीन पट्टी मास्टर जिससे आप बहुत आसानी से बिना किसी दिक्कत के  रोजाना कमा सकते हो और इस गेम की सबसे बड़ी बात आप बिना खेले भी कमा सकते हो और इस गेम में कोई भी फ्राउद्नहीं है इसकी 100% गेरेंटि है गेम को डाउनलोड कीजिएऔर रोजाना पैसा कमाइए यह गेम का लिंक है👇👇👇👇
♥️NEW♥️TEEN♥️PATTI♥️GOLD
https://refer9.com/gold/l3gh46
https://refer9.com/gold/l3gh46",2024-03-29 19:38:06,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=356832470691339,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Neutral,https://refer9.com/gold/l3gh46,2024-03-29 19:38:05,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=911635337327607,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Positive,Nice,2024-03-29 19:37:01,,https://www.facebook.com/430005779526496/posts/432431665950574?comment_id=825001336150866,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432431665950574, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Neutral,"🤑ये मात्रा ☝️एक ऐसा गेम है जो रेफर🤝 या खेल🃏 के दिन मैं rs-5000💲से   10000💲रुपिया कमा🔑 सकते हैं 🤑ट्राई  कर के देखो💸💵लिंक👇👇👇👇👇👇👇👇👇teenpatti
https://scene.agent61.com/promotion/m/slm_1900034/u/87351551/s/s1/gjirt?channel=https://h29.in/m/",2024-03-29 19:35:15,,https://www.facebook.com/430005779526496/posts/432431665950574?comment_id=785686766805502,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432431665950574, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Neutral,,2024-03-29 19:30:59,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=1007132001037643,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Neutral,https://h22.in/gold/wv1ud,2024-03-29 17:25:52,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=3645395359053916,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Positive,"ऐसे समस्त प्रचारको को ईश्वर जल्द ही अपने श्री चरणों में स्थान दें !
https://h22.in/gold/wv1ud
https://h22.in/gold/wv1ud
 इनकी  अंतिम यात्रा धूम धड़ाके से गाजे बाजे के साथ निकले     ॐ शांति ॐ शांति 
 🙏🙏🙏अग्रिम श्रद्धांजलि 🙏🙏🙏",2024-03-29 17:25:51,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=960836395754267,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Positive,Good,2024-03-29 17:25:21,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=429386056125822,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-29,Facebook.com,DBS,DBS,Neutral,"Debates aside,&#8203; the DBS Elevate Salary Account ensures universal advantages for your finances!

Know more: https://go.dbs.com/3vzUAEP

*T&C apply

#DBSBankIndia #SalaryAccounts #VisitDBS",2024-03-29 17:00:17,,https://www.facebook.com/430005779526496/posts/434316999095374,,,,,,,,,3,39,,0,,,Post,,,,,,,,,,,,,199904420133416_434316999095374, , , , , , ,,,
2024-03-29,Twitter.com,Twitter user,Twitter user,Neutral,"Debates aside,&#8203; the DBS Elevate Salary Account ensures universal advantages for your finances!

Know more: https://t.co/eAlkLuZWvL

*T&amp;C apply

#DBSBankIndia #SalaryAccounts #VisitDBS https://t.co/ZFIxxAoNj0",2024-03-29 17:00:00,,https://twitter.com/DBSBankIndia/status/1773673961890435310,Male,,,,0,0,14526,India,,,,,,True,Tweet,,,,,,,,,,,,,[], , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Neutral,https://refer9.com/m/f7m1n,2024-03-29 16:44:13,,https://www.facebook.com/430005779526496/posts/432975312562876?comment_id=728079559514550,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432975312562876, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Neutral,Jai shree radhe krishna,2024-03-29 16:41:28,,https://www.facebook.com/430005779526496/posts/432975312562876?comment_id=300361839560857,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432975312562876, , , , , , ,,,
2024-03-29,Twitter.com,Twitter user,Twitter user,Neutral,DBSBankIndia Please credit card apply help,2024-03-29 16:23:53,,https://twitter.com/Twitter User/status/1773664872431030745,Male,,,,0,0,,,,,,,,,Tweet,,,,,,,,,,,,,[], , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Positive,Nice,2024-03-29 15:52:15,,https://www.facebook.com/430005779526496/posts/432431665950574?comment_id=1125128995478915,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432431665950574, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Neutral,https://scene.agent61.com/promotion/gold/slg_1500032/u/20442470/s/s4/duntow?channel=slg_1500032&lang=en&scene=s4&uid=20442470,2024-03-29 15:49:54,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=1770681470341322,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Neutral,"एक बहुत मस्त गेम है जिसका नाम है तीन पट्टी मास्टर जिससे आप बहुत आसानी से बिना किसी दिक्कत के 2000,&#8203; 3000,&#8203;,&#8203;,&#8203; 6000,&#8203; 10000 रोजाना कमा सकते हो और इस गेम की सबसे बड़ी बात आप बिना खेले भी कमा सकते हों और इस गेम में कोई भी फ्राउ नहीं है गेम को डाउनलोड कीजिए और रोजाना पैसा कमाइए यह गेम का लिंक है Teen Patti Master/Teen Patti Gold 

=1👉https://refer9.com/gold/vl4fm
=2👉https://refer9.com/m/vl4fm",2024-03-29 15:49:50,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=778243567272625,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Positive,"ऐसे समस्त प्रचारको को ईश्वर जल्द ही अपने श्री चरणों में स्थान दें !
#teenpatti
https://h27.in/gold/49zs4
 इनकी  अंतिम यात्रा धूम धड़ाके से गाजे बाजे के साथ निकले     ॐ शांति ॐ शांति 
 🙏🙏🙏अग्रिम श्रद्धांजलि 🙏🙏🙏",2024-03-29 15:30:24,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=264997046672965,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Neutral,"teenpatti
https://h27.in/gold/ldf18k
 भाई मैंने बहुत सारे गेम खेलें लेकिन सबसे बेस्ट और रियल गेम मुझे यह लगा एक बार आप भी ट्राई करके देखो",2024-03-29 15:30:23,,https://www.facebook.com/430005779526496/posts/434164655777275?comment_id=1106046514059121,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Positive,Very nice 👍,2024-03-29 15:24:59,,https://www.facebook.com/430005779526496/posts/432975312562876?comment_id=952230889743325,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432975312562876, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Neutral,https://h25.in/gold/3vu7rh,2024-03-29 14:52:01,,https://www.facebook.com/430005779526496/posts/432975312562876?comment_id=441078315091536,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432975312562876, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Positive,"भाई मैने बहुत सारे गेम खेले हैं लेकिन सबसे बेस्ट और रीयल गेम मुझे यहीं लगा तीन पत्ती गोल्ड और तीन पत्ती मास्टर एक बार आप भी ट्राई करो और हां लॉगिन बोनस सबसे पहले 500 रूपये मिलेगा💯उसके बाद 200₹,&#8203;या 300₹,&#8203; एड करो और अपने मन पसंद गेम खेलों और बहुत सारा पैसा जीतो ❤️Daliy Login Bonus 20₹,&#8203; नीचे क्लिक करो और डाउनलोड कर
 👇👇👇👇👇👇👇👇👇
https://h25.in/gold/3vu7rh
https://h25.in/gold/3vu7rh",2024-03-29 14:51:55,,https://www.facebook.com/430005779526496/posts/432975312562876?comment_id=3338279306470012,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432975312562876, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Positive,"भाई मैने बहुत सारे गेम खेले हैं लेकिन सबसे बेस्ट और रीयल गेम मुझे यहीं लगा तीन पत्ती गोल्ड और तीन पत्ती मास्टर एक बार आप भी ट्राई करो और हां लॉगिन बोनस सबसे पहले 500 रूपये मिलेगा💯उसके बाद 200₹,&#8203;या 300₹,&#8203; एड करो और अपने मन पसंद गेम खेलों और बहुत सारा पैसा जीतो ❤️Daliy Login Bonus 20₹,&#8203; नीचे क्लिक करो और डाउनलोड कर
 👇👇👇👇👇👇👇👇👇
https://h25.in/gold/3vu7rh
https://h25.in/gold/3vu7rh",2024-03-29 14:35:32,,https://www.facebook.com/430005779526496/posts/432431665950574?comment_id=1088480842208685,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432431665950574, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Neutral,"teen Patti.
https://h25.in/gold/fvq5ii 
 भाई मैंने बहुत सारे गेम खेलें लेकिन सबसे बेस्ट और रियल गेम मुझे यह लगा एक बार आप भी ट्राई करके देखो",2024-03-29 13:56:33,,https://www.facebook.com/430005779526496/posts/432431665950574?comment_id=282086851648669,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432431665950574, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Neutral,Thanks.,2024-03-29 12:36:41,,https://www.facebook.com/430005779526496/posts/432431665950574?comment_id=3578259585774400,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432431665950574, , , , , , ,,,
2024-03-29,Facebook.com,FB User,FB User,Neutral,H,2024-03-29 12:16:21,,https://www.facebook.com/430005779526496/posts/432975312562876?comment_id=1787098365102977,,,,,,,,,0,0,,0,,,Comment,,,,,,,,,,,,,199904420133416_432975312562876, , , , , , ,,,
2024-03-29,Twitter.com,Twitter user,Twitter user,Neutral,"AnilSinghvi_ 
nsitharaman
narendramodi
PMOIndia
Madhabipuribuch
SEBI_India
DBSBankIndia
LVBankLtd",2024-03-29 11:02:41,,https://twitter.com/Twitter User/status/1773584041091940513,,,,,0,0,,,,,,,,,Tweet,,,,,,,,,,,,,[], , , , , , ,,,
2024-03-29,Twitter.com,Twitter user,Twitter user,Positive,"AnilSinghvi_ 
nsitharaman
narendramodi
Madhabipuribuch
DBSBankIndia
LVBankLtd
Sir Good Morning,&#8203;
I'm a small investor &amp; have blocked my capital since 2017.
Sir I'm requesting u,&#8203; plz take in front of on ur channel ZeeBusiness,&#8203; story of ""Lakshmi VilasBank"" share history again.",2024-03-29 10:53:51,,https://twitter.com/Twitter User/status/1773581816915505573,,,,,0,0,,,,,,,,,Tweet,,,,,,,,,,,,,[], , , , , , ,,,
2024-03-29,Twitter.com,Twitter user,Twitter user,Neutral,DBSBankIndia digibank is dbs spark credit card is life time free ?.no hidden annual charges?,2024-03-29 10:49:03,,https://twitter.com/Twitter User/status/1773580610818261204,,,,,0,0,,,,,,,,,Tweet,,,,,,,,,,,,,[], , , , , , ,,,
2024-03-29,Facebook.com,DBS,DBS,Neutral,"Avoid the risk of unauthorised apps—stay vigilant against phishing attempts. 

#DBSBankIndia #FraudAwareness #RBI #DBSEducates #BankOnDBS
Avoid the risk of unauthorised apps—stay vigilant against phishing attempts. 

#DBSBankIndia #FraudAwareness #RBI #DBSEducates #BankOnDBS",2024-03-29 10:37:33,,https://www.facebook.com/430005779526496/posts/434164655777275,,,,,,,,,110,16679,,8,,,Post,,,,,,,,,,,,,199904420133416_434164655777275, , , , , , ,,,
2024-03-29,Twitter.com,Twitter user,Twitter user,Neutral,"Avoid the risk of unauthorised apps—stay vigilant against phishing attempts. 

#DBSBankIndia #FraudAwareness #RBI #DBSEducates #BankOnDBS https://t.co/uAgi39S9tL",2024-03-29 10:37:02,,https://twitter.com/DBSBankIndia/status/1773577586393674239,Male,,,,0,0,14521,India,,,,,,True,Tweet,,,,,,,,,,,,,[], , , , , , ,,,
